original_filename,page,sr_no,current_gp_name,old_gp_villages,new_or_reconstituted_gp_name,new_gp_villages
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",नून्द्री महेन्द्रातान,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",भीलातोंका बाडिया,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",सिरोला,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",रतनपुरा सरदारा,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",फतहपुरिया ग्रामीण,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",ठीकराना महेन्द्रतान,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",छापरों का बाडिया,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",डूंगरखेडा,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",शोभापुरा,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",मेडिया,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,1,"नून्द्री
महेन्द्रातान",रामपुरामे वातियान,नून्द्री महेन्द्रातान,"1. नून्द्री
महेन्द्रातान
2. भीलातों का बाडिया
3. सिरोला
4. रतनपुरा सरदारा
5. फतहपुरिया ग्रामीण"
delimitation_2014.pdf,1,3,"जालिया
प्रथम",जालिया प्रथम,जालिया ( प्रथम ),"1. जालिया ( प्रथम )
2. बाडिया श्यामा
3. बाडिया जग्गा
4. रामसर बलाईयान
5. मालीपुरा
6. सोवनिया
7. खेजडला
8. बनेवडी
9. ठीकराना महेन्द्रतान"
delimitation_2014.pdf,1,3,"जालिया
प्रथम",बाडिया श्यामा,जालिया ( प्रथम ),"1. जालिया ( प्रथम )
2. बाडिया श्यामा
3. बाडिया जग्गा
4. रामसर बलाईयान
5. मालीपुरा
6. सोवनिया
7. खेजडला
8. बनेवडी
9. ठीकराना महेन्द्रतान"
delimitation_2014.pdf,1,3,"जालिया
प्रथम",बाडिया जग्गा,जालिया ( प्रथम ),"1. जालिया ( प्रथम )
2. बाडिया श्यामा
3. बाडिया जग्गा
4. रामसर बलाईयान
5. मालीपुरा
6. सोवनिया
7. खेजडला
8. बनेवडी
9. ठीकराना महेन्द्रतान"
delimitation_2014.pdf,1,3,"जालिया
प्रथम",रामसर बलाईयान,जालिया ( प्रथम ),"1. जालिया ( प्रथम )
2. बाडिया श्यामा
3. बाडिया जग्गा
4. रामसर बलाईयान
5. मालीपुरा
6. सोवनिया
7. खेजडला
8. बनेवडी
9. ठीकराना महेन्द्रतान"
delimitation_2014.pdf,1,3,"जालिया
प्रथम",मालीपुरा,जालिया ( प्रथम ),"1. जालिया ( प्रथम )
2. बाडिया श्यामा
3. बाडिया जग्गा
4. रामसर बलाईयान
5. मालीपुरा
6. सोवनिया
7. खेजडला
8. बनेवडी
9. ठीकराना महेन्द्रतान"
delimitation_2014.pdf,1,3,"जालिया
प्रथम",सोवनिया,जालिया ( प्रथम ),"1. जालिया ( प्रथम )
2. बाडिया श्यामा
3. बाडिया जग्गा
4. रामसर बलाईयान
5. मालीपुरा
6. सोवनिया
7. खेजडला
8. बनेवडी
9. ठीकराना महेन्द्रतान"
delimitation_2014.pdf,1,3,"जालिया
प्रथम",खेजडला,जालिया ( प्रथम ),"1. जालिया ( प्रथम )
2. बाडिया श्यामा
3. बाडिया जग्गा
4. रामसर बलाईयान
5. मालीपुरा
6. सोवनिया
7. खेजडला
8. बनेवडी
9. ठीकराना महेन्द्रतान"
delimitation_2014.pdf,1,3,"जालिया
प्रथम",बनेवडी,जालिया ( प्रथम ),"1. जालिया ( प्रथम )
2. बाडिया श्यामा
3. बाडिया जग्गा
4. रामसर बलाईयान
5. मालीपुरा
6. सोवनिया
7. खेजडला
8. बनेवडी
9. ठीकराना महेन्द्रतान"
delimitation_2014.pdf,2,"क .
स .","वर्तमान
ग्रा ० प ० का
नाम", सम्मिलित,पुनर्गठित / पुनर्सीमांकित ग्रा ० प ० का नाम ' नवसृजित,"पुनर्गठित / पुनर्सीमांकित
/ नवसृजित ग्रा ० प ० में
सम्मिलित ग्रामों का नाम"
delimitation_2014.pdf,2,"क .
स .","वर्तमान
ग्रा ० प ० का
नाम",ग्रामों का नाम,पुनर्गठित / पुनर्सीमांकित ग्रा ० प ० का नाम ' नवसृजित,"पुनर्गठित / पुनर्सीमांकित
/ नवसृजित ग्रा ० प ० में
सम्मिलित ग्रामों का नाम"
delimitation_2014.pdf,2,1,2,3,4,5
delimitation_2014.pdf,2,1,किराप,किराप,किराप,"1. किराप
2. कालाहेडी
3. सालरमाला
4. श्यामपुरा"
delimitation_2014.pdf,2,1,किराप,कालाहेडी,किराप,"1. किराप
2. कालाहेडी
3. सालरमाला
4. श्यामपुरा"
delimitation_2014.pdf,2,1,किराप,3.सालरमाला,किराप,"1. किराप
2. कालाहेडी
3. सालरमाला
4. श्यामपुरा"
delimitation_2014.pdf,2,2,मोयणा,मोयणा,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,2,मोयणा,रतनगढ,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,2,मोयणा,भैरूखेडा,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,2,मोयणा,सारणियां,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,2,मोयणा,काशीपुरा,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,2,मोयणा,सबलपुरा,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,2,मोयणा,रामपुरा,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,2,मोयणा,मानपुरा,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,2,मोयणा,श्यामपुरा,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,2,मोयणा,गुढा,मोयणा,"1. मोयणा
2. रतनगढ
3. भैरूखेडा
4. सारणियां
5. काशीपुरा
6. सबलपुरा
7. रामपुरा
8. मानपुरा
9. गुढा"
delimitation_2014.pdf,2,3,मायला,देवमगरी,मायला,"1. मायला
2. नागली
3. नासून
4. देवमगरी
5. मोहनपुरा
6. जैतपुरा
7. मोतीपुरा"
delimitation_2014.pdf,2,3,मायला,मोहनपुरा,मायला,"1. मायला
2. नागली
3. नासून
4. देवमगरी
5. मोहनपुरा
6. जैतपुरा
7. मोतीपुरा"
delimitation_2014.pdf,2,3,मायला,जैतपुरा,मायला,"1. मायला
2. नागली
3. नासून
4. देवमगरी
5. मोहनपुरा
6. जैतपुरा
7. मोतीपुरा"
delimitation_2014.pdf,2,3,मायला,मोतीपुरा,मायला,"1. मायला
2. नागली
3. नासून
4. देवमगरी
5. मोहनपुरा
6. जैतपुरा
7. मोतीपुरा"
delimitation_2014.pdf,2,3,मायला,मायला,मायला,"1. मायला
2. नागली
3. नासून
4. देवमगरी
5. मोहनपुरा
6. जैतपुरा
7. मोतीपुरा"
delimitation_2014.pdf,2,3,मायला,नागली,मायला,"1. मायला
2. नागली
3. नासून
4. देवमगरी
5. मोहनपुरा
6. जैतपुरा
7. मोतीपुरा"
delimitation_2014.pdf,2,3,मायला,नासून,मायला,"1. मायला
2. नागली
3. नासून
4. देवमगरी
5. मोहनपुरा
6. जैतपुरा
7. मोतीपुरा"
delimitation_2014.pdf,2,3,मायला,केरिया,मायला,"1. मायला
2. नागली
3. नासून
4. देवमगरी
5. मोहनपुरा
6. जैतपुरा
7. मोतीपुरा"
delimitation_2014.pdf,2,4,सतावडिया,सतावडिया,सतावडिया,"1. सतावडिया
2. जालखेडा
3. नयागांव
4. चावण्डिया
5. सथालिया
6. गणेशमगरी
7. केरिया"
delimitation_2014.pdf,2,4,सतावडिया,जालखेडा,सतावडिया,"1. सतावडिया
2. जालखेडा
3. नयागांव
4. चावण्डिया
5. सथालिया
6. गणेशमगरी
7. केरिया"
delimitation_2014.pdf,2,4,सतावडिया,नयागांव,सतावडिया,"1. सतावडिया
2. जालखेडा
3. नयागांव
4. चावण्डिया
5. सथालिया
6. गणेशमगरी
7. केरिया"
delimitation_2014.pdf,2,4,सतावडिया,चावण्डिया,सतावडिया,"1. सतावडिया
2. जालखेडा
3. नयागांव
4. चावण्डिया
5. सथालिया
6. गणेशमगरी
7. केरिया"
delimitation_2014.pdf,2,4,सतावडिया,सथालिया,सतावडिया,"1. सतावडिया
2. जालखेडा
3. नयागांव
4. चावण्डिया
5. सथालिया
6. गणेशमगरी
7. केरिया"
delimitation_2014.pdf,2,4,सतावडिया,गणेशमगरी,सतावडिया,"1. सतावडिया
2. जालखेडा
3. नयागांव
4. चावण्डिया
5. सथालिया
6. गणेशमगरी
7. केरिया"
delimitation_2014.pdf,2,5,नन्दवाडा,नन्दवाडा,नन्दवाडा,"1. नन्दवाडा
2. उत्तमी
3. शिवपुरी
4. इन्द्रपुरा
5. प्रतापपुरा ( प्रथम )
6. भालेसरिया
7. काकडनाडी ( गैआ )
8. देबीपुरा"
delimitation_2014.pdf,2,5,नन्दवाडा,जसवन्तपुरा 3. शिवपुरी,नन्दवाडा,"1. नन्दवाडा
2. उत्तमी
3. शिवपुरी
4. इन्द्रपुरा
5. प्रतापपुरा ( प्रथम )
6. भालेसरिया
7. काकडनाडी ( गैआ )
8. देबीपुरा"
delimitation_2014.pdf,2,5,नन्दवाडा,इन्द्रपुरा,नन्दवाडा,"1. नन्दवाडा
2. उत्तमी
3. शिवपुरी
4. इन्द्रपुरा
5. प्रतापपुरा ( प्रथम )
6. भालेसरिया
7. काकडनाडी ( गैआ )
8. देबीपुरा"
delimitation_2014.pdf,2,5,नन्दवाडा,प्रतापपुरा ( प्रथम ),नन्दवाडा,"1. नन्दवाडा
2. उत्तमी
3. शिवपुरी
4. इन्द्रपुरा
5. प्रतापपुरा ( प्रथम )
6. भालेसरिया
7. काकडनाडी ( गैआ )
8. देबीपुरा"
delimitation_2014.pdf,2,5,नन्दवाडा,भालेसरिया,नन्दवाडा,"1. नन्दवाडा
2. उत्तमी
3. शिवपुरी
4. इन्द्रपुरा
5. प्रतापपुरा ( प्रथम )
6. भालेसरिया
7. काकडनाडी ( गैआ )
8. देबीपुरा"
delimitation_2014.pdf,2,5,नन्दवाडा,काकडनाडी ( गैआ ),नन्दवाडा,"1. नन्दवाडा
2. उत्तमी
3. शिवपुरी
4. इन्द्रपुरा
5. प्रतापपुरा ( प्रथम )
6. भालेसरिया
7. काकडनाडी ( गैआ )
8. देबीपुरा"
delimitation_2014.pdf,2,5,नन्दवाडा,देबीपुरा,नन्दवाडा,"1. नन्दवाडा
2. उत्तमी
3. शिवपुरी
4. इन्द्रपुरा
5. प्रतापपुरा ( प्रथम )
6. भालेसरिया
7. काकडनाडी ( गैआ )
8. देबीपुरा"
delimitation_2014.pdf,2,6,धोलादांता,धोलादांता,धोलादांता,"1. धोलादांता
2. राघपुरा
3. कुमपुरा
4. जसवन्तपुरा 5. भवानीखेडा"
delimitation_2014.pdf,2,6,धोलादांता,चौडसिया,धोलादांता,"1. धोलादांता
2. राघपुरा
3. कुमपुरा
4. जसवन्तपुरा 5. भवानीखेडा"
delimitation_2014.pdf,2,6,धोलादांता,राघपुरा,धोलादांता,"1. धोलादांता
2. राघपुरा
3. कुमपुरा
4. जसवन्तपुरा 5. भवानीखेडा"
delimitation_2014.pdf,2,6,धोलादांता,कुमपुरा 5. सूना चौडसिया ( गैआ ),धोलादांता,"1. धोलादांता
2. राघपुरा
3. कुमपुरा
4. जसवन्तपुरा 5. भवानीखेडा"
delimitation_2014.pdf,2,7,"दौलतपुरा
( द्वितीय )",दौलतपुरा ( द्वितीय ),दौलतपुरा ( द्वितीय ),"1. दौलतपुरा ( द्वितीय )
2. केसरपुरा
3. कानपुरा
4. प्रतापपुरा ( द्वितीय )
5. टोपास
6. अमरपुरा
7. सूरजपुरा
8. रेनपुरा"
delimitation_2014.pdf,2,7,"दौलतपुरा
( द्वितीय )",2 केसरपुरा,दौलतपुरा ( द्वितीय ),"1. दौलतपुरा ( द्वितीय )
2. केसरपुरा
3. कानपुरा
4. प्रतापपुरा ( द्वितीय )
5. टोपास
6. अमरपुरा
7. सूरजपुरा
8. रेनपुरा"
delimitation_2014.pdf,2,7,"दौलतपुरा
( द्वितीय )",अमरपुरा,दौलतपुरा ( द्वितीय ),"1. दौलतपुरा ( द्वितीय )
2. केसरपुरा
3. कानपुरा
4. प्रतापपुरा ( द्वितीय )
5. टोपास
6. अमरपुरा
7. सूरजपुरा
8. रेनपुरा"
delimitation_2014.pdf,2,7,"दौलतपुरा
( द्वितीय )",सूरजपुरा,दौलतपुरा ( द्वितीय ),"1. दौलतपुरा ( द्वितीय )
2. केसरपुरा
3. कानपुरा
4. प्रतापपुरा ( द्वितीय )
5. टोपास
6. अमरपुरा
7. सूरजपुरा
8. रेनपुरा"
delimitation_2014.pdf,2,7,"दौलतपुरा
( द्वितीय )",रेनपुरा,दौलतपुरा ( द्वितीय ),"1. दौलतपुरा ( द्वितीय )
2. केसरपुरा
3. कानपुरा
4. प्रतापपुरा ( द्वितीय )
5. टोपास
6. अमरपुरा
7. सूरजपुरा
8. रेनपुरा"
delimitation_2014.pdf,2,7,"दौलतपुरा
( द्वितीय )",कानपुरा,दौलतपुरा ( द्वितीय ),"1. दौलतपुरा ( द्वितीय )
2. केसरपुरा
3. कानपुरा
4. प्रतापपुरा ( द्वितीय )
5. टोपास
6. अमरपुरा
7. सूरजपुरा
8. रेनपुरा"
delimitation_2014.pdf,2,7,"दौलतपुरा
( द्वितीय )",प्रतापपुरा ( द्वितीय ),दौलतपुरा ( द्वितीय ),"1. दौलतपुरा ( द्वितीय )
2. केसरपुरा
3. कानपुरा
4. प्रतापपुरा ( द्वितीय )
5. टोपास
6. अमरपुरा
7. सूरजपुरा
8. रेनपुरा"
delimitation_2014.pdf,2,7,"दौलतपुरा
( द्वितीय )",टोपास,दौलतपुरा ( द्वितीय ),"1. दौलतपुरा ( द्वितीय )
2. केसरपुरा
3. कानपुरा
4. प्रतापपुरा ( द्वितीय )
5. टोपास
6. अमरपुरा
7. सूरजपुरा
8. रेनपुरा"
delimitation_2014.pdf,2,7,"दौलतपुरा
( द्वितीय )",उत्तमी,दौलतपुरा ( द्वितीय ),"1. दौलतपुरा ( द्वितीय )
2. केसरपुरा
3. कानपुरा
4. प्रतापपुरा ( द्वितीय )
5. टोपास
6. अमरपुरा
7. सूरजपुरा
8. रेनपुरा"
delimitation_2014.pdf,2,8,हरराजपुरा,हरराजपुरा,हरराजपुरा,"1. हरराजपुरा
2. लाणदी
3. बस्सी
4. बचपडी
5. करवाई
6. चक मसूदा"
delimitation_2014.pdf,2,8,हरराजपुरा,लाणदी,हरराजपुरा,"1. हरराजपुरा
2. लाणदी
3. बस्सी
4. बचपडी
5. करवाई
6. चक मसूदा"
delimitation_2014.pdf,2,8,हरराजपुरा,बस्सी,हरराजपुरा,"1. हरराजपुरा
2. लाणदी
3. बस्सी
4. बचपडी
5. करवाई
6. चक मसूदा"
delimitation_2014.pdf,2,8,हरराजपुरा,बचपडी,हरराजपुरा,"1. हरराजपुरा
2. लाणदी
3. बस्सी
4. बचपडी
5. करवाई
6. चक मसूदा"
delimitation_2014.pdf,2,8,हरराजपुरा,करवाई,हरराजपुरा,"1. हरराजपुरा
2. लाणदी
3. बस्सी
4. बचपडी
5. करवाई
6. चक मसूदा"
delimitation_2014.pdf,2,8,हरराजपुरा,चक मसूदा,हरराजपुरा,"1. हरराजपुरा
2. लाणदी
3. बस्सी
4. बचपडी
5. करवाई
6. चक मसूदा"
delimitation_2014.pdf,2,8,हरराजपुरा,भवानीखेडा,हरराजपुरा,"1. हरराजपुरा
2. लाणदी
3. बस्सी
4. बचपडी
5. करवाई
6. चक मसूदा"
delimitation_2014.pdf,3,9,जीवाणा,जीवाणा,जीवाणा,"1. जीवाणा
2. रतनपुरा घाटा
3. बाडिया मैदा
4. शिवपुरा घाटा
5. रूपाहेली कंला"
delimitation_2014.pdf,3,9,जीवाणा,रतनपुरा घाटा,जीवाणा,"1. जीवाणा
2. रतनपुरा घाटा
3. बाडिया मैदा
4. शिवपुरा घाटा
5. रूपाहेली कंला"
delimitation_2014.pdf,3,9,जीवाणा,बाडिया मैदा,जीवाणा,"1. जीवाणा
2. रतनपुरा घाटा
3. बाडिया मैदा
4. शिवपुरा घाटा
5. रूपाहेली कंला"
delimitation_2014.pdf,3,9,जीवाणा,शिवपुरा घाटा,जीवाणा,"1. जीवाणा
2. रतनपुरा घाटा
3. बाडिया मैदा
4. शिवपुरा घाटा
5. रूपाहेली कंला"
delimitation_2014.pdf,3,10,देवास,देवास,देवास,"1. देवास
2. लाडपुरा 3. देदपुरा 4. रूपाहेली खुर्द
5. रीछमाल
6. रेल का बाडिया
7. अमरपुरा"
delimitation_2014.pdf,3,10,देवास,लाडपुरा,देवास,"1. देवास
2. लाडपुरा 3. देदपुरा 4. रूपाहेली खुर्द
5. रीछमाल
6. रेल का बाडिया
7. अमरपुरा"
delimitation_2014.pdf,3,10,देवास,देदपुरा,देवास,"1. देवास
2. लाडपुरा 3. देदपुरा 4. रूपाहेली खुर्द
5. रीछमाल
6. रेल का बाडिया
7. अमरपुरा"
delimitation_2014.pdf,3,10,देवास,रूपोहली कंला,देवास,"1. देवास
2. लाडपुरा 3. देदपुरा 4. रूपाहेली खुर्द
5. रीछमाल
6. रेल का बाडिया
7. अमरपुरा"
delimitation_2014.pdf,3,10,देवास,रूपाहेली खुर्द,देवास,"1. देवास
2. लाडपुरा 3. देदपुरा 4. रूपाहेली खुर्द
5. रीछमाल
6. रेल का बाडिया
7. अमरपुरा"
delimitation_2014.pdf,3,10,देवास,रीछमाल,देवास,"1. देवास
2. लाडपुरा 3. देदपुरा 4. रूपाहेली खुर्द
5. रीछमाल
6. रेल का बाडिया
7. अमरपुरा"
delimitation_2014.pdf,3,10,देवास,रेल का बाडिया,देवास,"1. देवास
2. लाडपुरा 3. देदपुरा 4. रूपाहेली खुर्द
5. रीछमाल
6. रेल का बाडिया
7. अमरपुरा"
delimitation_2014.pdf,3,10,देवास,अमरपुरा,देवास,"1. देवास
2. लाडपुरा 3. देदपुरा 4. रूपाहेली खुर्द
5. रीछमाल
6. रेल का बाडिया
7. अमरपुरा"
delimitation_2014.pdf,3,11,बाडी,बाडी,बाडी,"1. बाडी
2. बडा आसन
3. सूतीखेडा
4. इन्द्रगढ"
delimitation_2014.pdf,3,11,बाडी,केसरपुरा,बाडी,"1. बाडी
2. बडा आसन
3. सूतीखेडा
4. इन्द्रगढ"
delimitation_2014.pdf,3,11,बाडी,खूंटिया,बाडी,"1. बाडी
2. बडा आसन
3. सूतीखेडा
4. इन्द्रगढ"
delimitation_2014.pdf,3,11,बाडी,देवपुरा,बाडी,"1. बाडी
2. बडा आसन
3. सूतीखेडा
4. इन्द्रगढ"
delimitation_2014.pdf,3,11,बाडी,बडा आसन,बाडी,"1. बाडी
2. बडा आसन
3. सूतीखेडा
4. इन्द्रगढ"
delimitation_2014.pdf,3,11,बाडी,सूतीखेडा,बाडी,"1. बाडी
2. बडा आसन
3. सूतीखेडा
4. इन्द्रगढ"
delimitation_2014.pdf,3,11,बाडी,इन्द्रगढ,बाडी,"1. बाडी
2. बडा आसन
3. सूतीखेडा
4. इन्द्रगढ"
delimitation_2014.pdf,3,12,"दौलतपुरा
( प्रथम )",दौलतपुरा ( प्रथम ),दौलतपुरा ( प्रथम ),"1. दौलतपुरा ( प्रथम )
2. लोरडी
3. बहादुरपुरा"
delimitation_2014.pdf,3,12,"दौलतपुरा
( प्रथम )",लोरडी,दौलतपुरा ( प्रथम ),"1. दौलतपुरा ( प्रथम )
2. लोरडी
3. बहादुरपुरा"
delimitation_2014.pdf,3,13,लोडियाना,लोडियाना,लोडियाना,"1. लोडियाना
2. जयसिंहपुरा
3. कल्याणपुरा
4. लक्ष्मीपुरा
5. केसरपुरा
6. खूंटिया
7. देवपुरा"
delimitation_2014.pdf,3,13,लोडियाना,बहादुरपुरा 3. जयसिंहपुरा,लोडियाना,"1. लोडियाना
2. जयसिंहपुरा
3. कल्याणपुरा
4. लक्ष्मीपुरा
5. केसरपुरा
6. खूंटिया
7. देवपुरा"
