,original_filename,page,col1,col2,col3,col4,col5,col6,col7,col8
5284,delimitation_2014.pdf,281,,4 माधासर,,,4,,,
5285,delimitation_2014.pdf,281,,5 बायतु,भीमजी,,5 भीमडा,पनजी,,
5286,delimitation_2014.pdf,281,,6 पनावड़ा,,,6 बायतु,,,
5287,delimitation_2014.pdf,281,,"7 भीमडा 
सिगोडिया",,,7 बायतु,चिमनजी,,
5288,delimitation_2014.pdf,281,,8,,,8 कोलू,,,
5289,delimitation_2014.pdf,281,,9 छीतर,का पार,,9 पनावड़ा,,,
5290,delimitation_2014.pdf,281,,10 बाटाडू,,,10 चौखला,,,
5291,delimitation_2014.pdf,281,,11 लूणाड़ा,,,11 माधासर,,,
5292,delimitation_2014.pdf,281,,12 खींपर,,,12 बायतु,भीमजी,,
5293,delimitation_2014.pdf,281,,13 झाक,,,13 सिगोडिया,,,
5294,delimitation_2014.pdf,281,,14 नगोणी,धतरवालों की ढाणी,,14 छीतर का,पार,,
5295,delimitation_2014.pdf,281,,15 बायतु,चिमनजी,,15 बाटाडू,,,
5296,delimitation_2014.pdf,281,,16 बायतु,भोपजी,,16 लूणाड़ा,,,
5297,delimitation_2014.pdf,281,,17 बायतु,पनजी,,17 खींपर,,,
5298,delimitation_2014.pdf,281,,18 कोलू,,,18 झाक,,,
5299,delimitation_2014.pdf,281,,19 माडपुरा,बरवाला,,19 | नगोणी,धतरवालों की ढाणी,,
5300,delimitation_2014.pdf,281,,20 रतेऊ,,,20 अकदडा,,,
5301,delimitation_2014.pdf,281,,21 गिडा,,,21 माडपुरा,बरवाला,,
5302,delimitation_2014.pdf,281,,22 परेऊ,,,22 नौसर,,,
5303,delimitation_2014.pdf,281,,23 खोखसर,,,23 नया,सोमेसरा,,
5304,delimitation_2014.pdf,281,,24 खारडा,भारतसिंह,,24 बोडवा,,,
5305,delimitation_2014.pdf,281,,25 लापून्दडा,बारठान,,25 सेवनियाला,,,
5306,delimitation_2014.pdf,281,,26 सवाऊ,मूलराज,गिङा,1 गिडा,,,
5307,delimitation_2014.pdf,281,,27 कसूम्बला,भाटीयान,,2 रतेऊ,,,
5308,delimitation_2014.pdf,281,,,,,,,,
5309,delimitation_2014.pdf,281,,,,,,,,
5310,delimitation_2014.pdf,281,,,,,,,,
5311,delimitation_2014.pdf,281,,,,,,,,
5312,delimitation_2014.pdf,282,,,28,हीरा की ढाणी,,3,परेऊ,
5313,delimitation_2014.pdf,282,,,29,सवाऊ पदमसिंह,,4,खोखर पूर्व,
5314,delimitation_2014.pdf,282,,,30,खोखर पश्चिम,,5,खोखसर,
5315,delimitation_2014.pdf,282,,,31,पूनियों का तला,,6,खारडा भारतसिंह,
5316,delimitation_2014.pdf,282,,,32,शहर,,7,लापून्दड़ा बारठान,
5317,delimitation_2014.pdf,282,,,33,कानोड,,8,सवाऊ मूलराज,
5318,delimitation_2014.pdf,282,,,34,सोहडा,,9,कसूम्बला भाटीयान,
5319,delimitation_2014.pdf,282,,,35,चीबी,,10,हीरा की ढाणी,
5320,delimitation_2014.pdf,282,,,36,खारापार,,11,सवाऊ पदमसिंह,
5321,delimitation_2014.pdf,282,,,37,जाखडा,,12,खोखर पश्चिम,
5322,delimitation_2014.pdf,282,,,38,जाजवा,,13,पूनियों का तला,
5323,delimitation_2014.pdf,282,,,39,कुम्पलिया,,14,शहर,
5324,delimitation_2014.pdf,282,,,40,चिड़िया,,15,कानोड,
5325,delimitation_2014.pdf,282,,,41,सन्तरा,,16,सोहडा,
5326,delimitation_2014.pdf,282,,,42,कवास ( ढूंढा ),,17,चीबी,
5327,delimitation_2014.pdf,282,,,43,भूरटिया,,18,खारापार,
5328,delimitation_2014.pdf,282,,,44,कपूरड़ी,,19,जाखडा,
5329,delimitation_2014.pdf,282,,,45,भाडखा,,20,जाजवा,
5330,delimitation_2014.pdf,282,,,46,मुढ़ो की ढ़ाणी,,21,कुम्पलिया,
5331,delimitation_2014.pdf,282,,,47,बान्दरा,,22,चिडिया,
5332,delimitation_2014.pdf,282,,,48,खोथों की ढाणी,,23,सन्तरा,
5333,delimitation_2014.pdf,282,,,49,खारिया तला,,,,
5334,delimitation_2014.pdf,282,,,50,रोहिली,,,,
5335,delimitation_2014.pdf,282,,,51,आदर्श ढूंढा,,,,
5336,delimitation_2014.pdf,282,,,52,खोखर पूर्व,,,,
5337,delimitation_2014.pdf,282,,,53,हुडों की ढाणी # 1,,,,
5338,delimitation_2014.pdf,282,6,शिव,1,शिव,शिव,1,शिव,
5339,delimitation_2014.pdf,282,,,2,नीम्बला,,2,नीम्बला,
5340,delimitation_2014.pdf,282,,,3,नागड़दा,,3,नागड़दा,
5341,delimitation_2014.pdf,282,,,4,मौखाब कला,,4,पोशाल,
5342,delimitation_2014.pdf,282,,,5,काश्मीर,,5,मौखाब कला,
5343,delimitation_2014.pdf,282,,,6,कानासर,,6,काश्मीर,
5344,delimitation_2014.pdf,282,,,7,उण्डू,,7,कानासर,
5345,delimitation_2014.pdf,282,,,8,राजबेरा,,8,उण्डू,
5346,delimitation_2014.pdf,282,,,9,आरंग,,9,राजबेरा,
5347,delimitation_2014.pdf,282,,,10,चोचरा,,10,आरंग,
5348,delimitation_2014.pdf,282,,,11,भींयाड़,,11,चोचरा,
5349,delimitation_2014.pdf,282,,,12,धारवी कला,,12,भींयाड,
5350,delimitation_2014.pdf,282,,,13,बीसू कला,,13,धारवी कला,
5351,delimitation_2014.pdf,282,,,14,गूंगा,,14,धारवी खुर्द,
5352,delimitation_2014.pdf,282,,,15,राजड़ाल,,15,बीसू कला,
5353,delimitation_2014.pdf,282,,,16,स्वामी का गांव,,16,बलाई,
5354,delimitation_2014.pdf,282,,,17,झॉफली कला,,17,गूंगा,
5355,delimitation_2014.pdf,282,,,18,हाथीसिंह का गांव,,18,हड़वा,
5356,delimitation_2014.pdf,282,,,19,कोटड़ा,,19,राजड़ाल,
5357,delimitation_2014.pdf,282,,,20,आकली,,20,स्वामी का गांव,
5358,delimitation_2014.pdf,282,,,21,बालासर,,21,झॉफली कला,
5359,delimitation_2014.pdf,282,,,22,मूंगेरिया,,22,हाथीसिंह का गांव,
5360,delimitation_2014.pdf,282,,,23,झणकली,,23,कोटड़ा,
5361,delimitation_2014.pdf,282,,,24,ताणू मानजी,,24,आकली,
5362,delimitation_2014.pdf,282,,,25,फोगेरा,,25,जूणेजों की बस्ती,
5363,delimitation_2014.pdf,282,,,26,बालेवा,,26,बालासर,
5364,delimitation_2014.pdf,282,,,27,रेडाणा,,27,मूंगेरिया,
5365,delimitation_2014.pdf,282,,,28,खारची,गडरारोङ,1,गडरारोड,
5366,delimitation_2014.pdf,282,,,29,हरसाणी,,2,ताणू मानजी,
5367,delimitation_2014.pdf,282,,,30,राणासर,,3,फोगेरा,
5368,delimitation_2014.pdf,282,,,31,खानियानी,,4,बालेवा,
5369,delimitation_2014.pdf,282,,,32,गडरारोड,,5,रेडाणा,
5370,delimitation_2014.pdf,282,,,33,तामलोर,,6,खारची,
5371,delimitation_2014.pdf,282,,,34,जैसिंधर गांव,,7,हरसाणी,
5372,delimitation_2014.pdf,282,,,35,जैसिंधर स्टेशन,,8,राणासर,
5373,delimitation_2014.pdf,282,,,36,रोहिड़ी,,9,खानियानी,
5374,delimitation_2014.pdf,282,,,37,सून्दरा,,10,झणकली,
5375,delimitation_2014.pdf,282,,,38,खबडाला,,11,तामलोर,
5376,delimitation_2014.pdf,283,,,39,बंधडा,,12,जैसिंधर गांव,
5377,delimitation_2014.pdf,283,,,40,गिराब,,13,जैसिंधर स्टेशन,
5378,delimitation_2014.pdf,283,,,41,चेतरोडी,,14,रोहिड़ी,
5379,delimitation_2014.pdf,283,,,42,आसाड़ी,,15,सून्दरा,
5380,delimitation_2014.pdf,283,,,43,शहदाद का पार,,16,खबडाला,
5381,delimitation_2014.pdf,283,,,44,खलीफे की बावडी,,17,बंधडा,
5382,delimitation_2014.pdf,283,,,45,बीजावल,,18,गिराब,
5383,delimitation_2014.pdf,283,,,46,पोशाल,,19,चेतरोडी,
5384,delimitation_2014.pdf,283,,,47,धारवी खुर्द,,20,आसाडी,
5385,delimitation_2014.pdf,283,,,48,हङवा,,21,शहदाद का पार,
5386,delimitation_2014.pdf,283,,,49,बलाई,,22,खलीफे की बावड़ी,
5387,delimitation_2014.pdf,283,,,50,जुनेजों की बस्ती,,23,बीजावल,
5388,delimitation_2014.pdf,283,,,51,बाण्डासर,,24,बाण्डासर,
5389,delimitation_2014.pdf,283,,,52,रोहिङाला,,25,रोहिङाला,
5390,delimitation_2014.pdf,283,,,53,रतरेङी कला,,26,रतरेङी कला,
5391,delimitation_2014.pdf,283,,,54,खुडाणी,,27,खुडाणी,
5392,delimitation_2014.pdf,283,,,55,रावतसर,,28,रावतसर,
5393,delimitation_2014.pdf,283,7,सिवाना,1,मोतीसरा,सिवाना,1,सिवाना,
5394,delimitation_2014.pdf,283,,,2,धारणा,,2,मोतीसरा,
5395,delimitation_2014.pdf,283,,,3,मिठौड़ा,,3,धारणा,
5396,delimitation_2014.pdf,283,,,4,कुण्डल,,4,मिठौड़ा,
5397,delimitation_2014.pdf,283,,,LO 5,सैला,,5,कुण्डल,
5398,delimitation_2014.pdf,283,,,6,पादरु,,6,बेरानाडी,
5399,delimitation_2014.pdf,283,,,7,कांखी,,7,सैला,
5400,delimitation_2014.pdf,283,,,8,सिणेर,,8,पादरु,
5401,delimitation_2014.pdf,283,,,9,गुड़ा,,9,इटवाया,
5402,delimitation_2014.pdf,283,,,10,सिवाना,,10,कांखी,
5403,delimitation_2014.pdf,283,,,11,गोलया,,11,पंऊ,
5404,delimitation_2014.pdf,283,,,12,इन्द्राणा,,12,सिणेर,
5405,delimitation_2014.pdf,283,,,13,थापन,,13,गुड़ा,
5406,delimitation_2014.pdf,283,,,14,कुसीप,,14,नाल,
5407,delimitation_2014.pdf,283,,,15,मेली,,15,गोलया,
5408,delimitation_2014.pdf,283,,,16,देवन्दी,,16,इन्द्राणा,
5409,delimitation_2014.pdf,283,,,17,मोकलसर,,17,थापन,
5410,delimitation_2014.pdf,283,,,18,महिलावास,,18,मुठली,
5411,delimitation_2014.pdf,283,,,19,मवड़ी,,19,कुसीप,
5412,delimitation_2014.pdf,283,,,20,रमणिया,,20,पादरडी कलां,
5413,delimitation_2014.pdf,283,,,21,काठाडी,,21,मेली,
5414,delimitation_2014.pdf,283,,,22,भागवा,,22,देवन्दी,
5415,delimitation_2014.pdf,283,,,23,धीरा,,23,मोकलसर,
5416,delimitation_2014.pdf,283,,,24,रामपुरा,,24,महिलावास,
5417,delimitation_2014.pdf,283,,,25,ढीढस,,25,मवडी,
5418,delimitation_2014.pdf,283,,,26,मजल,,26,रमणिया,
5419,delimitation_2014.pdf,283,,,27,करमावास,,27,काठाडी,
5420,delimitation_2014.pdf,283,,,28,कोटडी,,28,भागवा,
5421,delimitation_2014.pdf,283,,,29,सेवाली,,29,धीरा,
5422,delimitation_2014.pdf,283,,,30,अजीत,समदडी,1,रामपुरा,
5423,delimitation_2014.pdf,283,,,ल 31,रानीदेशीपुरा,,2,ढीढस,
5424,delimitation_2014.pdf,283,,,ल 32,समदड़ी,,3,मजल,
5425,delimitation_2014.pdf,283,,,ल 33,सिलोर,,4,करमावास,
5426,delimitation_2014.pdf,283,,,ल 34,जेठन्तरी,,LO 5,कोटड़ी,
5427,delimitation_2014.pdf,283,,,35,लालाना,,6,सेवाली,
5428,delimitation_2014.pdf,283,,,36,बामसीन,,7,रातड़ी,
5429,delimitation_2014.pdf,283,,,37,राखी,,8,अजीत,
5430,delimitation_2014.pdf,283,,,38,खण्डप,,9,खेजड़ीयाली,
5431,delimitation_2014.pdf,283,,,39,सरवडी,,10,रानीदेशीपुरा,
5432,delimitation_2014.pdf,283,,,40,सांवरडा,,11,भलरो का बाड़ा,
5433,delimitation_2014.pdf,283,,,41,रातङी,,12,समदडी,
5434,delimitation_2014.pdf,283,,,42,खेजङियाली,,13,समदड़ी स्टेशन,
5435,delimitation_2014.pdf,283,,,43,भलरों का बाङा,,14,सिलोर,
5436,delimitation_2014.pdf,283,,,44,समदङी स्टेशन,,15,जेठन्तरी,
5437,delimitation_2014.pdf,283,,,45,बेरानाडी,,16,लालाना,
5438,delimitation_2014.pdf,283,,,46,ईटवाया,,17,बामसीन,
5439,delimitation_2014.pdf,283,,,47,पंऊ,,18,राखी,
5440,delimitation_2014.pdf,284,भाग 6 ( ग ),,राजस्थान राज,"- पत्र , नवम्बर 5 ,",2014,,17 ( 285 ),
5441,delimitation_2014.pdf,284,,48 नाल,,,19,खण्डप,,
5442,delimitation_2014.pdf,284,,49 मूठली,,,20,सरवडी,,
5443,delimitation_2014.pdf,284,,,पादरडी कला,,"20 
21",सांवरडा,,
5444,delimitation_2014.pdf,284,बालोतरा,50,,बालोतरा,21,,,
5445,delimitation_2014.pdf,284,8,1,कालुड़ी,,1,कालुड़ी,,
5446,delimitation_2014.pdf,284,,2 टापरा,,,2,टापरा,,
5447,delimitation_2014.pdf,284,,3,असाड़ा,,3,असाड़ा,,
5448,delimitation_2014.pdf,284,,4,जागसा,,4,जागसा,,
5449,delimitation_2014.pdf,284,,5 10,आसोतरा,,5,बुडीवाड़ा,,
5450,delimitation_2014.pdf,284,,6,किटनोद,,6,आसोतरा,,
5451,delimitation_2014.pdf,284,,7,मांजीवाला,,7,किटनोद,,
5452,delimitation_2014.pdf,284,,8,जसोल,,8,मांजीवाला,,
5453,delimitation_2014.pdf,284,,9,मेवानगर,,9,जसोल,,
5454,delimitation_2014.pdf,284,,10,बिठुजा,,10,मेवानगर,,
5455,delimitation_2014.pdf,284,,11 मूंगड़ा,,,11,बिठुजा,,
5456,delimitation_2014.pdf,284,,12,तिलवाड़ा,,12,मूंगड़ा,,
5457,delimitation_2014.pdf,284,,13,सिणली जागीर,,13,खेड,,
5458,delimitation_2014.pdf,284,,14,सराणा,,14,तिलवाड़ा,,
5459,delimitation_2014.pdf,284,,15,कानाना,,15,सिणली जागीर,,
5460,delimitation_2014.pdf,284,,16 पारलू,,,16,कितपाला,,
5461,delimitation_2014.pdf,284,,17,पचपदरा,,17,जानियाना,,
5462,delimitation_2014.pdf,284,,18 गोपड़ी,,,18,सराणा,,
5463,delimitation_2014.pdf,284,,19,चांदेसरा,,19,कानाना,,
5464,delimitation_2014.pdf,284,,20,,,,,,
5465,delimitation_2014.pdf,284,,"20 
21 खट्टु",आकडली बक्सीराम,,"20 
21","पारलू 
गोल स्टेन",,
5466,delimitation_2014.pdf,284,,22,,,22,चांदेसरा,,
5467,delimitation_2014.pdf,284,,"22 दूदवा 
गोल",,,,,,
5468,delimitation_2014.pdf,284,,23,स्टेन,,23,खट्टु,,
5469,delimitation_2014.pdf,284,,"24 
डोली",कल्याणपुर,,24,आकड़ली बक्सीराम,,
5470,delimitation_2014.pdf,284,,25,,,25,दुदवा,,
5471,delimitation_2014.pdf,284,,26 अराबा,चौहान,,26,पचपदरा,,
5472,delimitation_2014.pdf,284,,27,ग्वालनाडा,,27,मंडापुरा,,
5473,delimitation_2014.pdf,284,,28,मुलकी ढाणी,,28,गोपडी,,
5474,delimitation_2014.pdf,284,,29,कोरणा,,29,भीमरलाई,,
5475,delimitation_2014.pdf,284,,30 बलाउ,जाटी,पाटोदी,1,पाटोदी,,
5476,delimitation_2014.pdf,284,,31,गंगावास,,2,सांगरानाडी,,
5477,delimitation_2014.pdf,284,,32,मण्डली,,3,भाखरसर,,
5478,delimitation_2014.pdf,284,,33,सरवडी,,4,नवातला,,
5479,delimitation_2014.pdf,284,,34 नेवरी,,,5,ओकातिया बेरा,,
5480,delimitation_2014.pdf,284,,35 थोब,,,6,नवोडाबेरा,,
5481,delimitation_2014.pdf,284,,36 कुड़ी,,,7,केसरपुरा,,
5482,delimitation_2014.pdf,284,,37,कांकराला,,8,चिलानाडी,,
5483,delimitation_2014.pdf,284,,38 ढाणी,सांखला,,9,भगवानपुरा,,
5484,delimitation_2014.pdf,284,,39 रेवाडा,,,10,बड़नावा जागीर,,
5485,delimitation_2014.pdf,284,,40,थुम्बली,,11,नयापुरा,,
5486,delimitation_2014.pdf,284,,41,उमरलाई,,12,खनौड़ा,,
5487,delimitation_2014.pdf,284,,42,पाटौदी,,13,साजीयाली पदमसिंह,,
5488,delimitation_2014.pdf,284,,"42 
43",नवातला,,"13 
14",साजीयाली रूपजी,राजाबेरी,
5489,delimitation_2014.pdf,284,,44 नवोड़ा,बेरा,,15,सांभरा,,
5490,delimitation_2014.pdf,284,,,चिलानाडी,,,रिछोली,,
5491,delimitation_2014.pdf,284,,45,जागीर,,16,,,
5492,delimitation_2014.pdf,284,,46,"बड़नावा 
खनौड़ा",,17,कालेवा,,
5493,delimitation_2014.pdf,284,,47,खनौड़ा,,18,बागावास,,
5494,delimitation_2014.pdf,284,,48,साजीयाली पदमसिंह,,19,दुर्गापुरा,,
5495,delimitation_2014.pdf,284,,49,साजीयाली रूपजी राजाबेरी,राजाबेरी,20,सिमरखिया,,
5496,delimitation_2014.pdf,284,,50 सांभरा,,,21,बनियावास,,
5497,delimitation_2014.pdf,284,,51,कालेवा,कल्याणपुर,1,कल्याणपुर,,
5498,delimitation_2014.pdf,284,,52,बागावास,,2,डोली,,
5499,delimitation_2014.pdf,284,,53,सिमरखिया,,3,अराबा चौहान,,
5500,delimitation_2014.pdf,284,,54,बनियावास,,4,ग्वालनाडा,,
5501,delimitation_2014.pdf,284,,55,दुर्गापुरा,,LO 5,गोदावास,,
5502,delimitation_2014.pdf,284,,56,नयापूरा,,6,मुलकी ढाणी,,
5503,delimitation_2014.pdf,284,,57,भगवानपुरा,,7,कोरणा,,
5504,delimitation_2014.pdf,284,,58,रिछोली,,8,बलाउ जाटी,,
5505,delimitation_2014.pdf,284,,59,बुडीवाङा,,9,गंगावास,,
5506,delimitation_2014.pdf,284,,60,गोदावास,,10,मण्डली,,
5507,delimitation_2014.pdf,284,,61,घङोई चारणान,,11,देवरिया,,
5508,delimitation_2014.pdf,284,,,,,,,,
5509,delimitation_2014.pdf,284,,,,,,,,
5510,delimitation_2014.pdf,285,"क .
स .","वर्तमान
पंचायत
समिति
का नाम
एवं
मुख्यालय","वर्तमान पंचायत
समिति में
सम्मिलित ग्राम
पंचायतों के
नाम",पुनर्गठित / नवसृजित पं ० स ० का नाम एवं मुख्यालय,पुनर्गठित / नवसृजित पंचायत समिति में सम्मिलित ग्राम पंचायतों के नाम,,,
5511,delimitation_2014.pdf,285,1,2,3,4,5 LO,,,
5512,delimitation_2014.pdf,285,1,बालेसर,1 बालेसरसत्ता,बालेसर,1 बालेसरसत्ता,,,
5513,delimitation_2014.pdf,285,,,"2
बालेसरदुर्गावता",,2 जलन्धरनगर,,,
5514,delimitation_2014.pdf,285,,,3 खारीबेरी,,3 बालेसर दुर्गावता,,,
5515,delimitation_2014.pdf,285,,,4 बेलवा,,4 देवनगर,,,
5516,delimitation_2014.pdf,285,,,5 बेलवा राणाजी,,5 खारीबेरी,,,
5517,delimitation_2014.pdf,285,,,6 निबों का गांव,,6 बेलवा,,,
5518,delimitation_2014.pdf,285,,,7 उटाम्बर,,7 रावलगढ,,,
5519,delimitation_2014.pdf,285,,,8 कुईइन्दा,,8 हनवतनगर,,,
5520,delimitation_2014.pdf,285,,,9 बावरली,,9 बेलवाराणाजी,,,
5521,delimitation_2014.pdf,285,,,10,,,,,
5522,delimitation_2014.pdf,285,,,भाटेलाईपुरोहितान,,10 निबोंकागांव,,,
5523,delimitation_2014.pdf,285,,,11 आगोलाई,,11 जीयोबरी,,,
5524,delimitation_2014.pdf,285,,,12 दुगर,,12 उटाम्बर,,,
5525,delimitation_2014.pdf,285,,,"13
ढाढणियाभायला",,13 कुईइन्दा,,,
5526,delimitation_2014.pdf,285,,,"14
ढाढणियासांसण",,14 बावरली,,,
5527,delimitation_2014.pdf,285,,,15 बस्तवा,,15 भाटेलाईपुरोहितान,,,
5528,delimitation_2014.pdf,285,,,16 बिराई,,16 आगोलाई,,,
5529,delimitation_2014.pdf,285,,,17 गोपालसर,,17 कोनरी,,,
5530,delimitation_2014.pdf,285,,,18 खुडियाला,,18 दुगर,,,
5531,delimitation_2014.pdf,285,12,घड़ोई चारणान्,,,,,,
5532,delimitation_2014.pdf,285,13,सरवडी,,,,,,
5533,delimitation_2014.pdf,285,14,छाछरलाई कलां,,,,,,
5534,delimitation_2014.pdf,285,15,नेवरी,,,,,,
5535,delimitation_2014.pdf,285,16,थोब,,,,,,
5536,delimitation_2014.pdf,285,17,कुड़ी,,,,,,
5537,delimitation_2014.pdf,285,18,थुम्बली,,,,,,
5538,delimitation_2014.pdf,285,19,रेवाडा,,,,,,
5539,delimitation_2014.pdf,285,20,कांकराला,,,,,,
5540,delimitation_2014.pdf,285,21,ढाणी सांखला,,,,,,
5541,delimitation_2014.pdf,285,22,उमरलाई,,,,,,
5542,delimitation_2014.pdf,285,23,भाण्डियावास,,,,,,
5543,delimitation_2014.pdf,285,24,रोड़वा कलां,,,,,,
5544,delimitation_2014.pdf,285,,62,भांडियावास,,,,,
5545,delimitation_2014.pdf,285,,63,देवरिया,,,,,
5546,delimitation_2014.pdf,285,,64,केसरपुरा,,,,,
5547,delimitation_2014.pdf,285,,65,छाछरलाई कला,,,,,
5548,delimitation_2014.pdf,285,,66,मंडापुरा,,,,,
5549,delimitation_2014.pdf,285,,67,सांगरानाडी,,,,,
5550,delimitation_2014.pdf,285,,68,खेड,,,,,
5551,delimitation_2014.pdf,285,,69,कितपाला,,,,,
5552,delimitation_2014.pdf,285,,70,जानियाना,,,,,
5553,delimitation_2014.pdf,285,,71,भीमरलाई,,,,,
5554,delimitation_2014.pdf,285,,72,ओकातिया बेरा,,,,,
5555,delimitation_2014.pdf,285,,73,रोडवा कला,,,,,
5556,delimitation_2014.pdf,285,,74,भाखरसर,,,,,
5557,delimitation_2014.pdf,286,,,19 चामू,,19 ढाढणियाभायला,,,
5558,delimitation_2014.pdf,286,,,20 गोदेलाई,,20 ढाढणियासांसण,,,
5559,delimitation_2014.pdf,286,,,21 नाथडाउ,,21 जुडिया,,,
5560,delimitation_2014.pdf,286,,,22 बारनाउ,,22 बस्तवा,,,
5561,delimitation_2014.pdf,286,,,23 देवातू,,23 बिराई,,,
5562,delimitation_2014.pdf,286,,,24 सेखाला,,24 गोपालसर,,,
5563,delimitation_2014.pdf,286,,,25 भालूराजवा,,25 खुडियाला,,,
5564,delimitation_2014.pdf,286,,,26 भालूअनोपगढ,,26 चिडवई,,,
5565,delimitation_2014.pdf,286,,,27 केतुकला,,,,,
5566,delimitation_2014.pdf,286,,,28 केतुमदा,,,,,
5567,delimitation_2014.pdf,286,,,29 देडा,,,,,
5568,delimitation_2014.pdf,286,,,"30
कनोडियापुरोहिता",,,,,
5569,delimitation_2014.pdf,286,,,31 गिलाकौर,,,,,
5570,delimitation_2014.pdf,286,,,"32 लोडता
अचलावता",,,,,
5571,delimitation_2014.pdf,286,,,33 डेरिया,,,,,
5572,delimitation_2014.pdf,286,2,,,सेखाला,1 चामू,,,
5573,delimitation_2014.pdf,286,,,,,2 राजसागर,,,
5574,delimitation_2014.pdf,286,,,,,3 प्रहलादपुरा,,,
5575,delimitation_2014.pdf,286,,,,,4 गोदेलाई,,,
5576,delimitation_2014.pdf,286,,,,,5 नाथडाउ,,,
5577,delimitation_2014.pdf,286,,,,,6 बनों का बास,,,
5578,delimitation_2014.pdf,286,,,,,7 बारनाउ,,,
5579,delimitation_2014.pdf,286,,,,,8 देवानिया,,,
5580,delimitation_2014.pdf,286,,,,,9 देवातू,,,
5581,delimitation_2014.pdf,286,,,,,10 सेखाला,,,
5582,delimitation_2014.pdf,286,,,,,11 बावडी,,,
5583,delimitation_2014.pdf,286,,,,,12 भालूराजवा,,,
5584,delimitation_2014.pdf,286,,,,,13 भालूअनोपगढ,,,
5585,delimitation_2014.pdf,286,,,,,14 भालुलक्ष्मणगढ,,,
5586,delimitation_2014.pdf,286,,,,,15 केतुकला,,,
5587,delimitation_2014.pdf,286,,,,,16 धीरपुरा,,,
5588,delimitation_2014.pdf,286,,,,,17 केतुमदा,,,
5589,delimitation_2014.pdf,286,,,,,18 देडा,,,
5590,delimitation_2014.pdf,286,,,,,19 लवारन,,,
5591,delimitation_2014.pdf,286,,,,,20 कनोडिया पुरोहितान्,,,
5592,delimitation_2014.pdf,286,,,,,21 ठाडिया,,,
5593,delimitation_2014.pdf,286,,,,,22 गिलाकौर,,,
5594,delimitation_2014.pdf,286,,,,,23 सुखमण्डला,,,
5595,delimitation_2014.pdf,286,,,,,24 लोडता अचलावता,,,
5596,delimitation_2014.pdf,286,,,,,25 डेरिया,,,
5597,delimitation_2014.pdf,287,क्र.सं.,"वर्तमान पंचायत समिति
का नाम एवं मुख्यालय","वर्तमान पंचायत समिति में
सम्मिलित
ग्राम पंचायतों के नाम","पुनर्गठित / नवसृजित
प ० स ० का नाम एवं
मुख्यालय","पुनर्गठित / नवसृजित पंचायत
समिति में सम्मिलित
ग्राम पंचायतों के नाम",,,
5598,delimitation_2014.pdf,287,1,2,3,4,5,,,
5599,delimitation_2014.pdf,287,1,बस्सी,1. रामरतनपुरा,बस्सी,1. रामरतनपुरा,,,
5600,delimitation_2014.pdf,287,,,2. कुथाडा खुर्द,,2. कुथाडा खुर्द,,,
5601,delimitation_2014.pdf,287,,,3. जीतावाला,,3. जीतावाला,,,
5602,delimitation_2014.pdf,287,,,4. रामसर पालावाला,,4. रामसर पालावाला,,,
5603,delimitation_2014.pdf,287,,,15. फाल्यावास,,15. फाल्यावास,,,
5604,delimitation_2014.pdf,287,,,6. पालावाला जाटान,,6. पालावाला जाटान,,,
5605,delimitation_2014.pdf,287,,,7. खिजूरिया ब्राह्मणान,,7. खिजूरिया ब्राह्मणान,,,
5606,delimitation_2014.pdf,287,,,8. काशीपुरा,,8. काशीपुरा,,,
5607,delimitation_2014.pdf,287,,,9. देवगाँव,,9. देवगाँव,,,
5608,delimitation_2014.pdf,287,,,10. दनाऊंकलां,,10. दनाऊंकलां,,,
5609,delimitation_2014.pdf,287,,,11. खतैपुरा,,11. खतैपुरा,,,
5610,delimitation_2014.pdf,287,,,12. तूंगा,,12. तूंगा,,,
5611,delimitation_2014.pdf,287,,,13. करणगढ,,13. करणगढ,,,
5612,delimitation_2014.pdf,287,,,14. बैनाडा,,14. बैनाडा,,,
5613,delimitation_2014.pdf,287,,,15. मानसरखेडी,,15. मानसरखेडी,,,
5614,delimitation_2014.pdf,287,,,16. मनोहरपुरा,,16. मनोहरपुरा,,,
5615,delimitation_2014.pdf,287,,,17. कानोता,,17. कानोता,,,
5616,delimitation_2014.pdf,287,,,18. बूडथल,,18. बूडथल,,,
5617,delimitation_2014.pdf,287,,,19. सांभरिया,,19. सांभरिया,,,
5618,delimitation_2014.pdf,287,,,| 20. श्यामपुरा कचौलिया,,20 . श्यामपुरा कचौलिया,,,
5619,delimitation_2014.pdf,287,,,21. लालगढ,,21. लालगढ,,,
5620,delimitation_2014.pdf,287,,,22. टोडाभाटा,,22. टोडाभाटा,,,
5621,delimitation_2014.pdf,287,,,23. मोहनपुरा,,23. मोहनपुरा,,,
5622,delimitation_2014.pdf,287,,,24. दूधली,,24. दूधली,,,
5623,delimitation_2014.pdf,287,,,25. झर,,25. झर,,,
5624,delimitation_2014.pdf,287,,,26. बांसखोह,,26. बांसखोह,,,
5625,delimitation_2014.pdf,287,,,27. जटवाडा,,27. जटवाडा,,,
5626,delimitation_2014.pdf,287,,,28. बडवा,,28. बडवा,,,
5627,delimitation_2014.pdf,287,,,| 29 . टहटडा,,29. टहटडा,,,
5628,delimitation_2014.pdf,287,,,30. पडासोली,,30. पडासोली,,,
5629,delimitation_2014.pdf,287,,,31. हंसमहल,,31. हंसमहल,,,
